Device EUI/Group,Gateway ID,Frequency,Datarate,RSSI/SNR,Size,Fcnt,Type,Time,Details
24E124710E317752,24E124FFFEFAB29D,472700000,SF7BW125, -54/13.8,37,1105,UpUnc,2026-07-15T09:09:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 1589600253
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1105
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.8
RSSI: -54
Power: -
Payload(b64): A2cSAQRofAUAAQbLAAd9VQII5hUACXMtJwp9AgALfQsADH0MAA==
Payload(hex): 0367120104687c05000106cb00077d550208e6150009732d270a7d02000b7d0b000c7d0c00
JSON: {""co2"":597,""hcho"":0.02,""humidity"":62,""light_level"":0,""pir"":1,""pm10"":12,""pm2_5"":11,""pressure"":1002.9,""temperature"":27.4,""tvoc"":21}
MIC: e92cd723"
24E124710E317752,24E124FFFEFAB29D,473100000,SF7BW125, -57/13.8,37,1104,UpUnc,2026-07-15T09:08:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 1529603064
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1104
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.8
RSSI: -57
Power: -
Payload(b64): A2cTAQRofAUAAQbLAAd9PwII5hoACXMtJwp9AgALfQsADH0MAA==
Payload(hex): 0367130104687c05000106cb00077d3f0208e61a0009732d270a7d02000b7d0b000c7d0c00
JSON: {""co2"":575,""hcho"":0.02,""humidity"":62,""light_level"":0,""pir"":1,""pm10"":12,""pm2_5"":11,""pressure"":1002.9,""temperature"":27.5,""tvoc"":26}
MIC: a79f1961"
24E124710E317752,24E124FFFEFAB29D,471900000,SF7BW125, -64/13.8,37,1103,UpUnc,2026-07-15T09:07:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 1469598984
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1103
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.8
RSSI: -64
Power: -
Payload(b64): A2cTAQRofAUAAQbLAAd9PAII5iIACXMsJwp9AQALfQgADH0IAA==
Payload(hex): 0367130104687c05000106cb00077d3c0208e6220009732c270a7d01000b7d08000c7d0800
JSON: {""co2"":572,""hcho"":0.01,""humidity"":62,""light_level"":0,""pir"":1,""pm10"":8,""pm2_5"":8,""pressure"":1002.8,""temperature"":27.5,""tvoc"":34}
MIC: 995ab4eb"
24E124710E317752,24E124FFFEFAB29D,472500000,SF7BW125, -62/13.8,37,1102,UpUnc,2026-07-15T09:06:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 1409598897
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1102
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.8
RSSI: -62
Power: -
Payload(b64): A2cTAQRofQUAAQbLAAd9MQII5iAACXMsJwp9AgALfQgADH0IAA==
Payload(hex): 0367130104687d05000106cb00077d310208e6200009732c270a7d02000b7d08000c7d0800
JSON: {""co2"":561,""hcho"":0.02,""humidity"":62.5,""light_level"":0,""pir"":1,""pm10"":8,""pm2_5"":8,""pressure"":1002.8,""temperature"":27.5,""tvoc"":32}
MIC: c7b45e1b"
24E124710E317752,24E124FFFEFAB29D,472700000,SF7BW125, -55/13.8,37,1101,UpUnc,2026-07-15T09:05:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 1349599949
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1101
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.8
RSSI: -55
Power: -
Payload(b64): A2cUAQRofQUAAQbLAAd9LwII5g8ACXMsJwp9AQALfQgADH0IAA==
Payload(hex): 0367140104687d05000106cb00077d2f0208e60f0009732c270a7d01000b7d08000c7d0800
JSON: {""co2"":559,""hcho"":0.01,""humidity"":62.5,""light_level"":0,""pir"":1,""pm10"":8,""pm2_5"":8,""pressure"":1002.8,""temperature"":27.6,""tvoc"":15}
MIC: 790215d2"
24E124710E317752,24E124FFFEFAB29D,473300000,SF7BW125, -55/14.0,37,1100,UpUnc,2026-07-15T09:04:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 1289605771
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1100
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 14.0
RSSI: -55
Power: -
Payload(b64): A2cUAQRofgUAAQbLAAd9KwII5g8ACXMrJwp9AgALfQgADH0IAA==
Payload(hex): 0367140104687e05000106cb00077d2b0208e60f0009732b270a7d02000b7d08000c7d0800
JSON: {""co2"":555,""hcho"":0.02,""humidity"":63,""light_level"":0,""pir"":1,""pm10"":8,""pm2_5"":8,""pressure"":1002.7,""temperature"":27.6,""tvoc"":15}
MIC: fd0ee763"
24E124710E317752,24E124FFFEFAB29D,472100000,SF7BW125, -57/13.2,37,1099,UpUnc,2026-07-15T09:03:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 1229601821
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1099
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.2
RSSI: -57
Power: -
Payload(b64): A2cUAQRofgUAAQbLAAd9KQII5g8ACXMrJwp9AgALfQgADH0IAA==
Payload(hex): 0367140104687e05000106cb00077d290208e60f0009732b270a7d02000b7d08000c7d0800
JSON: {""co2"":553,""hcho"":0.02,""humidity"":63,""light_level"":0,""pir"":1,""pm10"":8,""pm2_5"":8,""pressure"":1002.7,""temperature"":27.6,""tvoc"":15}
MIC: 0d98096d"
24E124710E317752,24E124FFFEFAB29D,503100000,SF7BW125, -/-,0,37,DnUnc,2026-07-15T09:02:45+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: false
Timestamp: 1191645750
Type: DnUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 37
Port: -
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: -
RSSI: -
Power: 20
Payload(b64): 
Payload(hex): 
JSON: 
MIC: 3ab35dad"
24E124710E317752,24E124FFFEFAB29D,473100000,SF7BW125, -54/14.0,0,1098,UpUnc,2026-07-15T09:02:44+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 1190645750
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1098
Port: 0
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 14.0
RSSI: -54
Power: -
Payload(b64): 
Payload(hex): 
JSON: 
MIC: eb3660fd"
24E124710E317752,24E124FFFEFAB29D,471900000,SF7BW125, -58/13.8,37,1097,UpUnc,2026-07-15T09:02:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 1169601618
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1097
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.8
RSSI: -58
Power: -
Payload(b64): A2cUAQRofwUAAQbLAAd9JQII5g8ACXMrJwp9AQALfQgADH0IAA==
Payload(hex): 0367140104687f05000106cb00077d250208e60f0009732b270a7d01000b7d08000c7d0800
JSON: {""co2"":549,""hcho"":0.01,""humidity"":63.5,""light_level"":0,""pir"":1,""pm10"":8,""pm2_5"":8,""pressure"":1002.7,""temperature"":27.6,""tvoc"":15}
MIC: 13b89bf2"
24E124710E317752,24E124FFFEFAB29D,472300000,SF7BW125, -55/12.2,37,1096,UpUnc,2026-07-15T09:01:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 1109610849
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1096
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 12.2
RSSI: -55
Power: -
Payload(b64): A2cUAQRofwUAAQbLAAd9IgII5g8ACXMrJwp9AgALfQoADH0KAA==
Payload(hex): 0367140104687f05000106cb00077d220208e60f0009732b270a7d02000b7d0a000c7d0a00
JSON: {""co2"":546,""hcho"":0.02,""humidity"":63.5,""light_level"":0,""pir"":1,""pm10"":10,""pm2_5"":10,""pressure"":1002.7,""temperature"":27.6,""tvoc"":15}
MIC: 85bdffe8"
24E124710E317752,24E124FFFEFAB29D,472500000,SF7BW125, -55/14.0,37,1095,UpUnc,2026-07-15T09:00:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 1049601460
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1095
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 14.0
RSSI: -55
Power: -
Payload(b64): A2cVAQRofwUAAQbLAAd9IAII5g8ACXMrJwp9AQALfQoADH0KAA==
Payload(hex): 0367150104687f05000106cb00077d200208e60f0009732b270a7d01000b7d0a000c7d0a00
JSON: {""co2"":544,""hcho"":0.01,""humidity"":63.5,""light_level"":0,""pir"":1,""pm10"":10,""pm2_5"":10,""pressure"":1002.7,""temperature"":27.7,""tvoc"":15}
MIC: c439db3b"
24E124710E317752,24E124FFFEFAB29D,473100000,SF7BW125, -53/13.8,37,1094,UpUnc,2026-07-15T08:59:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 989609509
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1094
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.8
RSSI: -53
Power: -
Payload(b64): A2cVAQRogAUAAQbLAAd9HQII5g8ACXMrJwp9AQALfQoADH0KAA==
Payload(hex): 0367150104688005000106cb00077d1d0208e60f0009732b270a7d01000b7d0a000c7d0a00
JSON: {""co2"":541,""hcho"":0.01,""humidity"":64,""light_level"":0,""pir"":1,""pm10"":10,""pm2_5"":10,""pressure"":1002.7,""temperature"":27.7,""tvoc"":15}
MIC: 55f53ccd"
24E124710E317752,24E124FFFEFAB29D,471900000,SF7BW125, -55/14.0,37,1093,UpUnc,2026-07-15T08:58:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 929604423
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1093
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 14.0
RSSI: -55
Power: -
Payload(b64): A2cVAQRogAUAAQbLAAd9FwII5g8ACXMqJwp9AgALfQkADH0JAA==
Payload(hex): 0367150104688005000106cb00077d170208e60f0009732a270a7d02000b7d09000c7d0900
JSON: {""co2"":535,""hcho"":0.02,""humidity"":64,""light_level"":0,""pir"":1,""pm10"":9,""pm2_5"":9,""pressure"":1002.6,""temperature"":27.7,""tvoc"":15}
MIC: 7d93444d"
24E124710E317752,24E124FFFEFAB29D,472100000,SF7BW125, -55/14.2,37,1092,UpUnc,2026-07-15T08:57:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 869600366
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1092
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 14.2
RSSI: -55
Power: -
Payload(b64): A2cVAQRogQUAAQbLAAd9EwII5g8ACXMqJwp9AQALfQkADH0JAA==
Payload(hex): 0367150104688105000106cb00077d130208e60f0009732a270a7d01000b7d09000c7d0900
JSON: {""co2"":531,""hcho"":0.01,""humidity"":64.5,""light_level"":0,""pir"":1,""pm10"":9,""pm2_5"":9,""pressure"":1002.6,""temperature"":27.7,""tvoc"":15}
MIC: c9065195"
24E124710E317752,24E124FFFEFAB29D,472500000,SF7BW125, -54/13.5,37,1091,UpUnc,2026-07-15T08:56:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 809605173
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1091
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.5
RSSI: -54
Power: -
Payload(b64): A2cVAQRogQUAAQbLAAd9EAII5g8ACXMrJwp9AgALfQkADH0JAA==
Payload(hex): 0367150104688105000106cb00077d100208e60f0009732b270a7d02000b7d09000c7d0900
JSON: {""co2"":528,""hcho"":0.02,""humidity"":64.5,""light_level"":0,""pir"":1,""pm10"":9,""pm2_5"":9,""pressure"":1002.7,""temperature"":27.7,""tvoc"":15}
MIC: 9ed806cb"
24E124710E317752,24E124FFFEFAB29D,472900000,SF7BW125, -52/9.5,37,1090,UpUnc,2026-07-15T08:55:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 749609206
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1090
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 9.5
RSSI: -52
Power: -
Payload(b64): A2cVAQRogQUAAQbLAAd9EQII5g8ACXMqJwp9AQALfQoADH0KAA==
Payload(hex): 0367150104688105000106cb00077d110208e60f0009732a270a7d01000b7d0a000c7d0a00
JSON: {""co2"":529,""hcho"":0.01,""humidity"":64.5,""light_level"":0,""pir"":1,""pm10"":10,""pm2_5"":10,""pressure"":1002.6,""temperature"":27.7,""tvoc"":15}
MIC: 5c5a0546"
24E124710E317752,24E124FFFEFAB29D,473300000,SF7BW125, -53/13.2,37,1089,UpUnc,2026-07-15T08:54:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 689604178
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1089
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.2
RSSI: -53
Power: -
Payload(b64): A2cVAQRogAUAAQbLAAd9EwII5g8ACXMqJwp9AQALfQoADH0KAA==
Payload(hex): 0367150104688005000106cb00077d130208e60f0009732a270a7d01000b7d0a000c7d0a00
JSON: {""co2"":531,""hcho"":0.01,""humidity"":64,""light_level"":0,""pir"":1,""pm10"":10,""pm2_5"":10,""pressure"":1002.6,""temperature"":27.7,""tvoc"":15}
MIC: 92f4d56f"
24E124710E317752,24E124FFFEFAB29D,472100000,SF7BW125, -55/13.5,37,1088,UpUnc,2026-07-15T08:53:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 629610085
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1088
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.5
RSSI: -55
Power: -
Payload(b64): A2cVAQRogAUAAQbLAAd9EwII5g8ACXMqJwp9AgALfQoADH0KAA==
Payload(hex): 0367150104688005000106cb00077d130208e60f0009732a270a7d02000b7d0a000c7d0a00
JSON: {""co2"":531,""hcho"":0.02,""humidity"":64,""light_level"":0,""pir"":1,""pm10"":10,""pm2_5"":10,""pressure"":1002.6,""temperature"":27.7,""tvoc"":15}
MIC: 4c38387a"
24E124710E317752,24E124FFFEFAB29D,472500000,SF7BW125, -54/13.8,37,1087,UpUnc,2026-07-15T08:52:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 569604954
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1087
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.8
RSSI: -54
Power: -
Payload(b64): A2cVAQRogAUAAQbLAAd9EwII5g8ACXMrJwp9AQALfQkADH0JAA==
Payload(hex): 0367150104688005000106cb00077d130208e60f0009732b270a7d01000b7d09000c7d0900
JSON: {""co2"":531,""hcho"":0.01,""humidity"":64,""light_level"":0,""pir"":1,""pm10"":9,""pm2_5"":9,""pressure"":1002.7,""temperature"":27.7,""tvoc"":15}
MIC: cbb3095c"
24E124710E317752,24E124FFFEFAB29D,473100000,SF7BW125, -52/14.2,37,1086,UpUnc,2026-07-15T08:51:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 509605120
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1086
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 14.2
RSSI: -52
Power: -
Payload(b64): A2cVAQRogAUAAQbLAAd9EQII5g8ACXMqJwp9AQALfQkADH0JAA==
Payload(hex): 0367150104688005000106cb00077d110208e60f0009732a270a7d01000b7d09000c7d0900
JSON: {""co2"":529,""hcho"":0.01,""humidity"":64,""light_level"":0,""pir"":1,""pm10"":9,""pm2_5"":9,""pressure"":1002.6,""temperature"":27.7,""tvoc"":15}
MIC: 088fec55"
24E124710E317752,24E124FFFEFAB29D,471900000,SF7BW125, -56/13.5,37,1085,UpUnc,2026-07-15T08:50:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 449601870
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1085
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.5
RSSI: -56
Power: -
Payload(b64): A2cVAQRogAUAAQbLAAd9EQII5g8ACXMqJwp9AQALfQkADH0JAA==
Payload(hex): 0367150104688005000106cb00077d110208e60f0009732a270a7d01000b7d09000c7d0900
JSON: {""co2"":529,""hcho"":0.01,""humidity"":64,""light_level"":0,""pir"":1,""pm10"":9,""pm2_5"":9,""pressure"":1002.6,""temperature"":27.7,""tvoc"":15}
MIC: 4fc4f4ea"
24E124710E317752,24E124FFFEFAB29D,472100000,SF7BW125, -55/13.5,37,1084,UpUnc,2026-07-15T08:49:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 389608678
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1084
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.5
RSSI: -55
Power: -
Payload(b64): A2cVAQRogAUAAQbLAAd9EAII5g8ACXMpJwp9AQALfQgADH0IAA==
Payload(hex): 0367150104688005000106cb00077d100208e60f00097329270a7d01000b7d08000c7d0800
JSON: {""co2"":528,""hcho"":0.01,""humidity"":64,""light_level"":0,""pir"":1,""pm10"":8,""pm2_5"":8,""pressure"":1002.5,""temperature"":27.7,""tvoc"":15}
MIC: b23d21f0"
24E124710E317752,24E124FFFEFAB29D,472500000,SF7BW125, -54/13.5,37,1083,UpUnc,2026-07-15T08:48:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 329603654
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1083
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.5
RSSI: -54
Power: -
Payload(b64): A2cVAQRogAUAAQbLAAd9DwII5g8ACXMqJwp9AgALfQgADH0IAA==
Payload(hex): 0367150104688005000106cb00077d0f0208e60f0009732a270a7d02000b7d08000c7d0800
JSON: {""co2"":527,""hcho"":0.02,""humidity"":64,""light_level"":0,""pir"":1,""pm10"":8,""pm2_5"":8,""pressure"":1002.6,""temperature"":27.7,""tvoc"":15}
MIC: 95abeb8b"
24E124710E317752,24E124FFFEFAB29D,472900000,SF7BW125, -52/11.8,37,1082,UpUnc,2026-07-15T08:47:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 269609638
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1082
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 11.8
RSSI: -52
Power: -
Payload(b64): A2cVAQRogAUAAQbLAAd9EAII5g8ACXMqJwp9AQALfQgADH0IAA==
Payload(hex): 0367150104688005000106cb00077d100208e60f0009732a270a7d01000b7d08000c7d0800
JSON: {""co2"":528,""hcho"":0.01,""humidity"":64,""light_level"":0,""pir"":1,""pm10"":8,""pm2_5"":8,""pressure"":1002.6,""temperature"":27.7,""tvoc"":15}
MIC: cfe9cb38"
24E124710E317752,24E124FFFEFAB29D,473300000,SF7BW125, -53/14.0,37,1081,UpUnc,2026-07-15T08:46:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 209605598
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1081
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 14.0
RSSI: -53
Power: -
Payload(b64): A2cVAQRogAUAAQbLAAd9EAII5g8ACXMqJwp9AQALfQcADH0HAA==
Payload(hex): 0367150104688005000106cb00077d100208e60f0009732a270a7d01000b7d07000c7d0700
JSON: {""co2"":528,""hcho"":0.01,""humidity"":64,""light_level"":0,""pir"":1,""pm10"":7,""pm2_5"":7,""pressure"":1002.6,""temperature"":27.7,""tvoc"":15}
MIC: 6347cc6e"
24E124710E317752,24E124FFFEFAB29D,472300000,SF7BW125, -54/11.5,37,1080,UpUnc,2026-07-15T08:45:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 149614597
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1080
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 11.5
RSSI: -54
Power: -
Payload(b64): A2cVAQRogAUAAQbLAAd9EQII5g8ACXMqJwp9AQALfQcADH0HAA==
Payload(hex): 0367150104688005000106cb00077d110208e60f0009732a270a7d01000b7d07000c7d0700
JSON: {""co2"":529,""hcho"":0.01,""humidity"":64,""light_level"":0,""pir"":1,""pm10"":7,""pm2_5"":7,""pressure"":1002.6,""temperature"":27.7,""tvoc"":15}
MIC: 62e1d35b"
24E124710E317752,24E124FFFEFAB29D,472700000,SF7BW125, -54/13.5,37,1079,UpUnc,2026-07-15T08:44:23+08:00,"Dev Addr/Multicast Addr: 06f5800d
GwEUI: 24E124FFFEFAB29D
AppEUI: 24E124C0002A0001
Device EUI/Group Name: 24E124710E317752
Class Type: Class C
Immediately: -
Timestamp: 89608447
Type: UpUnc
Adr: true
AdrAcKReq: false
Ack: false
Fcnt: 1079
Port: 85
Modulation: LORA
Bandwidth: 125
SpreadFactor: 7
Bitrate: 0
CodeRate: 4/5
SNR: 13.5
RSSI: -54
Power: -
Payload(b64): A2cVAQRogAUAAQbLAAd9EgII5g8ACXMqJwp9AQALfQcADH0HAA==
Payload(hex): 0367150104688005000106cb00077d120208e60f0009732a270a7d01000b7d07000c7d0700
JSON: {""co2"":530,""hcho"":0.01,""humidity"":64,""light_level"":0,""pir"":1,""pm10"":7,""pm2_5"":7,""pressure"":1002.6,""temperature"":27.7,""tvoc"":15}
MIC: d4f7c539"
